pipeline,model,dataset,input_format,output_format,grits_top,grits_con,grits_precision_top,grits_recall_top,grits_precision_con,grits_recall_con,count
VLM,gpt-5.2,wikitq,latex,markdown,0.9471,0.8982,0.9795,0.9582,0.8937,0.9073,174
VLM,gpt-5.2,hybridqa,latex,markdown,0.9663,0.9292,0.9975,0.9634,0.9409,0.9289,148
VLM,gpt-5.2,sqa,latex,markdown,0.9907,0.9495,0.9989,0.9905,0.9501,0.9498,102
VLM,gpt-5.2,tabfact,latex,markdown,0.9993,0.9896,0.9986,1.0,0.989,0.9903,124
VLM,gpt-5.2,feverous,latex,markdown,0.9849,0.9403,0.9954,0.9858,0.9399,0.9412,76
VLM,gpt-5.2,wikitq,latex,latex,0.7981,0.7641,0.9235,0.7878,0.816,0.7546,174
VLM,gpt-5.2,hybridqa,latex,latex,0.9773,0.9245,0.9899,0.9768,0.9332,0.9246,148
VLM,gpt-5.2,sqa,latex,latex,0.9903,0.9745,0.9989,0.9905,0.9741,0.975,102
VLM,gpt-5.2,tabfact,latex,latex,0.9931,0.9781,0.9941,0.9937,0.979,0.9786,124
VLM,gpt-5.2,feverous,latex,latex,0.971,0.8766,0.9974,0.9704,0.8763,0.8774,76
VLM,llava_1.6-vicuna-13B,wikitq,html,html,0.5488,0.3545,0.8804,0.5089,0.4899,0.3344,179
VLM,llava_1.6-vicuna-13B,hybridqa,html,html,0.6787,0.4936,0.9789,0.6159,0.6886,0.4497,148
VLM,llava_1.6-vicuna-13B,sqa,html,html,0.6935,0.5185,0.9576,0.6568,0.6935,0.4926,102
VLM,llava_1.6-vicuna-13B,tabfact,html,html,0.7138,0.4883,0.9341,0.6849,0.629,0.4667,124
VLM,llava_1.6-vicuna-13B,feverous,html,html,0.765,0.5012,0.9022,0.7461,0.5573,0.4895,76
VLM,llava_1.6-vicuna-13B,wikitq,html,markdown,0.7269,0.4112,0.7621,0.799,0.4161,0.4322,179
VLM,llava_1.6-vicuna-13B,hybridqa,html,markdown,0.782,0.5418,0.8593,0.8299,0.5704,0.5436,148
VLM,llava_1.6-vicuna-13B,sqa,html,markdown,0.8661,0.6057,0.8958,0.9084,0.6076,0.6232,102
VLM,llava_1.6-vicuna-13B,tabfact,html,markdown,0.9071,0.5703,0.8965,0.9599,0.566,0.5872,124
VLM,llava_1.6-vicuna-13B,feverous,html,markdown,0.7893,0.4849,0.8158,0.8515,0.5046,0.487,76
VLM,llava_1.6-vicuna-13B,wikitq,html,latex,0.1443,0.0982,0.1412,0.1622,0.0917,0.1176,179
VLM,llava_1.6-vicuna-13B,hybridqa,html,latex,0.2547,0.1715,0.2409,0.2873,0.1602,0.1925,148
VLM,llava_1.6-vicuna-13B,sqa,html,latex,0.287,0.1925,0.2795,0.3061,0.1866,0.2056,102
VLM,llava_1.6-vicuna-13B,tabfact,html,latex,0.2456,0.1586,0.2252,0.2858,0.1437,0.1855,124
VLM,llava_1.6-vicuna-13B,feverous,html,latex,0.2661,0.1544,0.2344,0.3436,0.135,0.1981,76
VLM,llava_1.6-vicuna-13B,wikitq,markdown,html,0.4956,0.3418,0.8118,0.4552,0.4943,0.3186,179
VLM,llava_1.6-vicuna-13B,hybridqa,markdown,html,0.6325,0.465,0.8598,0.5805,0.608,0.4291,148
VLM,llava_1.6-vicuna-13B,sqa,markdown,html,0.6527,0.5097,0.8659,0.6197,0.6571,0.4852,102
VLM,llava_1.6-vicuna-13B,tabfact,markdown,html,0.7197,0.523,0.9342,0.6975,0.6778,0.502,124
VLM,llava_1.6-vicuna-13B,feverous,markdown,html,0.7064,0.4966,0.831,0.694,0.5534,0.49,76
VLM,llava_1.6-vicuna-13B,wikitq,markdown,markdown,0.727,0.4176,0.8133,0.7709,0.4225,0.4282,179
VLM,llava_1.6-vicuna-13B,hybridqa,markdown,markdown,0.6587,0.4851,0.8039,0.6994,0.5488,0.4894,148
VLM,llava_1.6-vicuna-13B,sqa,markdown,markdown,0.7994,0.6134,0.9176,0.8372,0.6379,0.623,102
VLM,llava_1.6-vicuna-13B,tabfact,markdown,markdown,0.8691,0.599,0.9052,0.9155,0.6055,0.6132,124
VLM,llava_1.6-vicuna-13B,feverous,markdown,markdown,0.7036,0.4686,0.8227,0.7471,0.5319,0.4729,76
VLM,llava_1.6-vicuna-13B,wikitq,markdown,latex,0.1599,0.1074,0.156,0.1866,0.1004,0.125,179
VLM,llava_1.6-vicuna-13B,hybridqa,markdown,latex,0.2255,0.1482,0.2203,0.2419,0.1449,0.1586,148
VLM,llava_1.6-vicuna-13B,sqa,markdown,latex,0.2437,0.1742,0.229,0.2824,0.1636,0.2016,102
VLM,llava_1.6-vicuna-13B,tabfact,markdown,latex,0.2597,0.1777,0.2372,0.3023,0.1606,0.2098,124
VLM,llava_1.6-vicuna-13B,feverous,markdown,latex,0.2672,0.1715,0.2398,0.3189,0.1551,0.1995,76
VLM,llava_1.6-vicuna-13B,wikitq,latex,html,0.532,0.3507,0.8492,0.5026,0.4895,0.3288,179
VLM,llava_1.6-vicuna-13B,hybridqa,latex,html,0.6654,0.4712,0.9063,0.6309,0.6495,0.4317,148
VLM,llava_1.6-vicuna-13B,sqa,latex,html,0.6929,0.5385,0.9384,0.6634,0.7049,0.5105,102
VLM,llava_1.6-vicuna-13B,tabfact,latex,html,0.7093,0.5034,0.9184,0.7032,0.6525,0.4902,124
VLM,llava_1.6-vicuna-13B,feverous,latex,html,0.7369,0.5028,0.853,0.7485,0.5669,0.4933,76
VLM,llava_1.6-vicuna-13B,wikitq,latex,markdown,0.7112,0.4058,0.7945,0.7544,0.4199,0.4138,179
VLM,llava_1.6-vicuna-13B,hybridqa,latex,markdown,0.7475,0.5264,0.809,0.8252,0.5414,0.5357,148
VLM,llava_1.6-vicuna-13B,sqa,latex,markdown,0.8332,0.6008,0.8664,0.9001,0.6088,0.6247,102
VLM,llava_1.6-vicuna-13B,tabfact,latex,markdown,0.8059,0.5253,0.7933,0.9321,0.511,0.5724,124
VLM,llava_1.6-vicuna-13B,feverous,latex,markdown,0.6941,0.4518,0.7664,0.7796,0.4894,0.4564,76
VLM,llava_1.6-vicuna-13B,wikitq,latex,latex,0.1884,0.1366,0.1727,0.2278,0.124,0.1659,179
VLM,llava_1.6-vicuna-13B,hybridqa,latex,latex,0.309,0.2054,0.2925,0.3535,0.1895,0.2396,148
VLM,llava_1.6-vicuna-13B,sqa,latex,latex,0.3266,0.2534,0.2997,0.3816,0.231,0.2963,102
VLM,llava_1.6-vicuna-13B,tabfact,latex,latex,0.2374,0.1814,0.2134,0.2956,0.1609,0.2257,124
VLM,llava_1.6-vicuna-13B,feverous,latex,latex,0.34,0.2246,0.3236,0.3814,0.2151,0.2503,76
VLM,llava_1.6-vicuna-7B,wikitq,html,html,0.6003,0.3324,0.8753,0.5633,0.4258,0.318,179
VLM,llava_1.6-vicuna-7B,hybridqa,html,html,0.7057,0.432,0.9189,0.6601,0.577,0.4008,148
VLM,llava_1.6-vicuna-7B,sqa,html,html,0.7295,0.4984,0.941,0.6876,0.6222,0.4717,102
VLM,llava_1.6-vicuna-7B,tabfact,html,html,0.7686,0.4812,0.9264,0.7449,0.5488,0.4706,124
VLM,llava_1.6-vicuna-7B,feverous,html,html,0.763,0.4772,0.8271,0.7639,0.4998,0.4785,76
VLM,llava_1.6-vicuna-7B,wikitq,html,markdown,0.6121,0.3299,0.6934,0.6911,0.3404,0.3628,179
VLM,llava_1.6-vicuna-7B,hybridqa,html,markdown,0.589,0.386,0.6399,0.6527,0.4082,0.4029,148
VLM,llava_1.6-vicuna-7B,sqa,html,markdown,0.7436,0.4902,0.792,0.8087,0.4996,0.5167,102
VLM,llava_1.6-vicuna-7B,tabfact,html,markdown,0.7273,0.4433,0.7286,0.8054,0.4446,0.4662,124
VLM,llava_1.6-vicuna-7B,feverous,html,markdown,0.6929,0.3975,0.7137,0.762,0.3914,0.4152,76
VLM,llava_1.6-vicuna-7B,wikitq,html,latex,0.0445,0.0211,0.0444,0.0495,0.021,0.0227,179
VLM,llava_1.6-vicuna-7B,hybridqa,html,latex,0.0204,0.0094,0.0159,0.0321,0.0069,0.0158,148
VLM,llava_1.6-vicuna-7B,sqa,html,latex,0.1093,0.055,0.0969,0.1338,0.0494,0.0659,102
VLM,llava_1.6-vicuna-7B,tabfact,html,latex,0.0466,0.0247,0.0404,0.0614,0.021,0.0336,124
VLM,llava_1.6-vicuna-7B,feverous,html,latex,0.0411,0.0116,0.0347,0.0594,0.0099,0.0172,76
VLM,llava_1.6-vicuna-7B,wikitq,markdown,html,0.595,0.3418,0.8611,0.5716,0.4446,0.3294,179
VLM,llava_1.6-vicuna-7B,hybridqa,markdown,html,0.7156,0.4583,0.8986,0.7043,0.5872,0.4408,148
VLM,llava_1.6-vicuna-7B,sqa,markdown,html,0.7704,0.538,0.9037,0.7594,0.6236,0.5258,102
VLM,llava_1.6-vicuna-7B,tabfact,markdown,html,0.7679,0.5395,0.9275,0.7377,0.6443,0.5205,124
VLM,llava_1.6-vicuna-7B,feverous,markdown,html,0.7084,0.4657,0.8018,0.7289,0.5028,0.4758,76
VLM,llava_1.6-vicuna-7B,wikitq,markdown,markdown,0.5782,0.3359,0.6678,0.6438,0.3451,0.3589,179
VLM,llava_1.6-vicuna-7B,hybridqa,markdown,markdown,0.4196,0.2867,0.4714,0.4763,0.2924,0.3022,148
VLM,llava_1.6-vicuna-7B,sqa,markdown,markdown,0.6383,0.4714,0.7468,0.6647,0.4964,0.478,102
VLM,llava_1.6-vicuna-7B,tabfact,markdown,markdown,0.4949,0.3288,0.4959,0.5555,0.3237,0.3548,124
VLM,llava_1.6-vicuna-7B,feverous,markdown,markdown,0.5926,0.3927,0.6504,0.6368,0.3891,0.4071,76
VLM,llava_1.6-vicuna-7B,wikitq,markdown,latex,0.0185,0.0056,0.017,0.022,0.0049,0.0072,179
VLM,llava_1.6-vicuna-7B,hybridqa,markdown,latex,0.0338,0.0101,0.0313,0.038,0.0091,0.0117,148
VLM,llava_1.6-vicuna-7B,sqa,markdown,latex,0.086,0.0458,0.079,0.1005,0.0416,0.0546,102
VLM,llava_1.6-vicuna-7B,tabfact,markdown,latex,0.0441,0.027,0.0413,0.0502,0.0252,0.0311,124
VLM,llava_1.6-vicuna-7B,feverous,markdown,latex,0.0742,0.0201,0.063,0.1015,0.0158,0.0314,76
VLM,llava_1.6-vicuna-7B,wikitq,latex,html,0.5863,0.3359,0.8041,0.5779,0.4019,0.3303,179
VLM,llava_1.6-vicuna-7B,hybridqa,latex,html,0.7443,0.461,0.8334,0.7644,0.5332,0.4494,148
VLM,llava_1.6-vicuna-7B,sqa,latex,html,0.7795,0.5388,0.894,0.7877,0.6228,0.5332,102
VLM,llava_1.6-vicuna-7B,tabfact,latex,html,0.7645,0.4683,0.8723,0.7637,0.5298,0.4616,124
VLM,llava_1.6-vicuna-7B,feverous,latex,html,0.7194,0.4613,0.8018,0.7479,0.4878,0.4633,76
VLM,llava_1.6-vicuna-7B,wikitq,latex,markdown,0.5871,0.3328,0.6969,0.6407,0.3478,0.3486,179
VLM,llava_1.6-vicuna-7B,hybridqa,latex,markdown,0.4732,0.311,0.5116,0.5633,0.3179,0.3367,148
VLM,llava_1.6-vicuna-7B,sqa,latex,markdown,0.642,0.4605,0.7193,0.7033,0.4759,0.4692,102
VLM,llava_1.6-vicuna-7B,tabfact,latex,markdown,0.6391,0.4032,0.6429,0.7401,0.4014,0.4388,124
VLM,llava_1.6-vicuna-7B,feverous,latex,markdown,0.6028,0.3851,0.6837,0.6674,0.3872,0.3915,76
VLM,llava_1.6-vicuna-7B,wikitq,latex,latex,0.0461,0.0225,0.0431,0.0541,0.0199,0.0289,179
VLM,llava_1.6-vicuna-7B,hybridqa,latex,latex,0.0268,0.0109,0.0244,0.0364,0.009,0.0172,148
VLM,llava_1.6-vicuna-7B,sqa,latex,latex,0.117,0.0738,0.1033,0.1531,0.0644,0.0988,102
VLM,llava_1.6-vicuna-7B,tabfact,latex,latex,0.0288,0.0158,0.0245,0.0386,0.0137,0.0208,124
VLM,llava_1.6-vicuna-7B,feverous,latex,latex,0.0662,0.0292,0.0562,0.093,0.0243,0.0426,76
VLM,ministral_3-14B-Instruct,wikitq,html,html,0.9516,0.875,0.9709,0.9451,0.8776,0.8749,179
VLM,ministral_3-14B-Instruct,hybridqa,html,html,0.9993,0.9774,0.9995,0.999,0.9776,0.9772,148
VLM,ministral_3-14B-Instruct,sqa,html,html,0.9978,0.9789,0.9968,0.9989,0.9781,0.9798,102
VLM,ministral_3-14B-Instruct,tabfact,html,html,0.9873,0.9588,0.9834,0.9938,0.9555,0.9644,124
VLM,ministral_3-14B-Instruct,feverous,html,html,0.9706,0.9397,0.9674,0.98,0.9344,0.9497,76
VLM,ministral_3-14B-Instruct,wikitq,html,markdown,0.9155,0.8415,0.9517,0.9225,0.8542,0.8424,179
VLM,ministral_3-14B-Instruct,hybridqa,html,markdown,0.9133,0.882,0.999,0.9039,0.9247,0.8773,148
VLM,ministral_3-14B-Instruct,sqa,html,markdown,0.9742,0.93,0.9956,0.9739,0.9396,0.9311,102
VLM,ministral_3-14B-Instruct,tabfact,html,markdown,0.996,0.9602,0.9966,0.9962,0.9608,0.9604,124
VLM,ministral_3-14B-Instruct,feverous,html,markdown,0.9661,0.9215,0.9905,0.9649,0.9319,0.9212,76
VLM,ministral_3-14B-Instruct,wikitq,html,latex,0.8526,0.8155,0.8941,0.8402,0.8464,0.8037,179
VLM,ministral_3-14B-Instruct,hybridqa,html,latex,0.9918,0.9669,0.9864,0.9995,0.9615,0.9746,148
VLM,ministral_3-14B-Instruct,sqa,html,latex,0.9943,0.9838,0.9901,0.9996,0.9797,0.9889,102
VLM,ministral_3-14B-Instruct,tabfact,html,latex,0.9906,0.9718,0.9835,0.9996,0.9647,0.9807,124
VLM,ministral_3-14B-Instruct,feverous,html,latex,0.9496,0.9097,0.9347,0.9821,0.8944,0.9358,76
VLM,ministral_3-14B-Instruct,wikitq,markdown,html,0.9485,0.8734,0.9716,0.9436,0.8789,0.8707,179
VLM,ministral_3-14B-Instruct,hybridqa,markdown,html,0.9847,0.9173,0.9865,0.9895,0.9182,0.9165,148
VLM,ministral_3-14B-Instruct,sqa,markdown,html,0.9912,0.9322,0.9888,0.9958,0.9317,0.933,102
VLM,ministral_3-14B-Instruct,tabfact,markdown,html,0.9881,0.9639,0.9853,0.994,0.9614,0.9692,124
VLM,ministral_3-14B-Instruct,feverous,markdown,html,0.9794,0.9125,0.9842,0.9778,0.917,0.91,76
VLM,ministral_3-14B-Instruct,wikitq,markdown,markdown,0.9259,0.8635,0.9723,0.9227,0.8792,0.8639,179
VLM,ministral_3-14B-Instruct,hybridqa,markdown,markdown,0.915,0.8704,0.9876,0.9044,0.9013,0.8656,148
VLM,ministral_3-14B-Instruct,sqa,markdown,markdown,0.9745,0.9365,0.9967,0.9695,0.9445,0.9342,102
VLM,ministral_3-14B-Instruct,tabfact,markdown,markdown,0.9984,0.9689,0.9986,0.9983,0.9689,0.969,124
VLM,ministral_3-14B-Instruct,feverous,markdown,markdown,0.9658,0.9207,0.9737,0.9768,0.9205,0.9246,76
VLM,ministral_3-14B-Instruct,wikitq,markdown,latex,0.8718,0.8168,0.9189,0.8479,0.8523,0.7978,179
VLM,ministral_3-14B-Instruct,hybridqa,markdown,latex,0.967,0.913,0.9683,0.9678,0.9133,0.9131,148
VLM,ministral_3-14B-Instruct,sqa,markdown,latex,0.9978,0.9412,0.9965,0.9996,0.9408,0.9417,102
VLM,ministral_3-14B-Instruct,tabfact,markdown,latex,0.9995,0.9795,0.9993,0.9998,0.9793,0.9798,124
VLM,ministral_3-14B-Instruct,feverous,markdown,latex,0.9682,0.9049,0.9665,0.9725,0.9052,0.9052,76
VLM,ministral_3-14B-Instruct,wikitq,latex,html,0.8923,0.7875,0.9114,0.9099,0.7887,0.7976,179
VLM,ministral_3-14B-Instruct,hybridqa,latex,html,0.9583,0.8443,0.9576,0.9726,0.8441,0.846,148
VLM,ministral_3-14B-Instruct,sqa,latex,html,0.9772,0.9202,0.979,0.9864,0.9229,0.9202,102
VLM,ministral_3-14B-Instruct,tabfact,latex,html,0.9883,0.9601,0.9866,0.9928,0.9602,0.961,124
VLM,ministral_3-14B-Instruct,feverous,latex,html,0.9552,0.8949,0.9569,0.9678,0.8975,0.8954,76
VLM,ministral_3-14B-Instruct,wikitq,latex,markdown,0.893,0.8137,0.9372,0.9098,0.8115,0.8289,179
VLM,ministral_3-14B-Instruct,hybridqa,latex,markdown,0.8824,0.8068,0.9695,0.8837,0.8311,0.8054,148
VLM,ministral_3-14B-Instruct,sqa,latex,markdown,0.9668,0.8986,0.9995,0.9634,0.8991,0.8982,102
VLM,ministral_3-14B-Instruct,tabfact,latex,markdown,0.9941,0.9584,0.9928,0.9982,0.9585,0.9586,124
VLM,ministral_3-14B-Instruct,feverous,latex,markdown,0.9336,0.8606,0.9818,0.9384,0.8652,0.8636,76
VLM,ministral_3-14B-Instruct,wikitq,latex,latex,0.8392,0.8031,0.8566,0.8392,0.8179,0.7985,179
VLM,ministral_3-14B-Instruct,hybridqa,latex,latex,0.9326,0.8397,0.9347,0.9532,0.8391,0.8436,148
VLM,ministral_3-14B-Instruct,sqa,latex,latex,0.9739,0.9309,0.9714,0.9781,0.9294,0.933,102
VLM,ministral_3-14B-Instruct,tabfact,latex,latex,0.9906,0.9729,0.9912,0.9901,0.9735,0.9724,124
VLM,ministral_3-14B-Instruct,feverous,latex,latex,0.9433,0.8827,0.9468,0.9447,0.8813,0.8852,76
VLM,table-llava-v1.5-7b-hf,wikitq,html,html,0.6823,0.2989,0.8214,0.6493,0.3688,0.272,179
VLM,table-llava-v1.5-7b-hf,hybridqa,html,html,0.7461,0.3159,0.7916,0.7783,0.3504,0.3109,148
VLM,table-llava-v1.5-7b-hf,sqa,html,html,0.7201,0.334,0.8439,0.7002,0.4093,0.3035,102
VLM,table-llava-v1.5-7b-hf,tabfact,html,html,0.7687,0.3856,0.9092,0.7061,0.4669,0.3422,124
VLM,table-llava-v1.5-7b-hf,feverous,html,html,0.7273,0.3327,0.8571,0.6795,0.4098,0.2965,76
VLM,table-llava-v1.5-7b-hf,wikitq,html,markdown,0.6581,0.2946,0.8059,0.649,0.3717,0.2661,179
VLM,table-llava-v1.5-7b-hf,hybridqa,html,markdown,0.7166,0.3073,0.7713,0.7812,0.3478,0.3004,148
VLM,table-llava-v1.5-7b-hf,sqa,html,markdown,0.7118,0.3379,0.8384,0.7148,0.4102,0.3098,102
VLM,table-llava-v1.5-7b-hf,tabfact,html,markdown,0.7648,0.3818,0.9086,0.708,0.471,0.3384,124
VLM,table-llava-v1.5-7b-hf,feverous,html,markdown,0.6861,0.3251,0.867,0.6408,0.4153,0.2915,76
VLM,table-llava-v1.5-7b-hf,wikitq,html,latex,0.5768,0.265,0.7279,0.5192,0.3343,0.2345,179
VLM,table-llava-v1.5-7b-hf,hybridqa,html,latex,0.6843,0.2945,0.7223,0.689,0.3165,0.2903,148
VLM,table-llava-v1.5-7b-hf,sqa,html,latex,0.7293,0.3373,0.8223,0.6918,0.3899,0.3096,102
VLM,table-llava-v1.5-7b-hf,tabfact,html,latex,0.7702,0.3668,0.8772,0.7146,0.4282,0.3326,124
VLM,table-llava-v1.5-7b-hf,feverous,html,latex,0.7057,0.3202,0.8331,0.6561,0.3965,0.2864,76
VLM,table-llava-v1.5-7b-hf,wikitq,markdown,html,0.6832,0.3795,0.8959,0.613,0.4749,0.3415,179
VLM,table-llava-v1.5-7b-hf,hybridqa,markdown,html,0.7431,0.4088,0.8706,0.7087,0.4647,0.3836,148
VLM,table-llava-v1.5-7b-hf,sqa,markdown,html,0.7389,0.4429,0.9185,0.6713,0.5324,0.4021,102
VLM,table-llava-v1.5-7b-hf,tabfact,markdown,html,0.7571,0.4824,0.9721,0.6546,0.6106,0.4195,124
VLM,table-llava-v1.5-7b-hf,feverous,markdown,html,0.7756,0.4522,0.9252,0.7191,0.5366,0.4158,76
VLM,table-llava-v1.5-7b-hf,wikitq,markdown,markdown,0.6854,0.3764,0.9006,0.6155,0.4681,0.3376,179
VLM,table-llava-v1.5-7b-hf,hybridqa,markdown,markdown,0.7263,0.4002,0.8954,0.6826,0.4627,0.3759,148
VLM,table-llava-v1.5-7b-hf,sqa,markdown,markdown,0.7462,0.4669,0.963,0.6629,0.5685,0.4206,102
VLM,table-llava-v1.5-7b-hf,tabfact,markdown,markdown,0.7452,0.4844,0.978,0.6342,0.6251,0.4148,124
VLM,table-llava-v1.5-7b-hf,feverous,markdown,markdown,0.7349,0.4548,0.9267,0.6666,0.5538,0.411,76
VLM,table-llava-v1.5-7b-hf,wikitq,markdown,latex,0.608,0.3637,0.8271,0.5324,0.4653,0.3237,179
VLM,table-llava-v1.5-7b-hf,hybridqa,markdown,latex,0.7136,0.3945,0.8543,0.654,0.4532,0.3667,148
VLM,table-llava-v1.5-7b-hf,sqa,markdown,latex,0.7298,0.4497,0.9067,0.6478,0.5396,0.4043,102
VLM,table-llava-v1.5-7b-hf,tabfact,markdown,latex,0.7453,0.4633,0.9455,0.6431,0.5755,0.4057,124
VLM,table-llava-v1.5-7b-hf,feverous,markdown,latex,0.7375,0.4317,0.8884,0.6738,0.5103,0.3988,76
VLM,table-llava-v1.5-7b-hf,wikitq,latex,html,0.5665,0.2785,0.8326,0.4858,0.4059,0.2283,179
VLM,table-llava-v1.5-7b-hf,hybridqa,latex,html,0.5723,0.2785,0.8287,0.5235,0.3859,0.2362,148
VLM,table-llava-v1.5-7b-hf,sqa,latex,html,0.5672,0.2944,0.9165,0.4679,0.4465,0.239,102
VLM,table-llava-v1.5-7b-hf,tabfact,latex,html,0.6044,0.3251,0.9438,0.4766,0.4975,0.2588,124
VLM,table-llava-v1.5-7b-hf,feverous,latex,html,0.5823,0.2569,0.8639,0.509,0.3808,0.2055,76
VLM,table-llava-v1.5-7b-hf,wikitq,latex,markdown,0.574,0.2773,0.8627,0.4983,0.4231,0.224,179
VLM,table-llava-v1.5-7b-hf,hybridqa,latex,markdown,0.5598,0.2828,0.88,0.4793,0.4084,0.2349,148
VLM,table-llava-v1.5-7b-hf,sqa,latex,markdown,0.5468,0.2883,0.9209,0.4438,0.4485,0.2317,102
VLM,table-llava-v1.5-7b-hf,tabfact,latex,markdown,0.5972,0.3344,0.9548,0.4733,0.5215,0.2644,124
VLM,table-llava-v1.5-7b-hf,feverous,latex,markdown,0.551,0.2574,0.9114,0.4586,0.3881,0.2107,76
VLM,table-llava-v1.5-7b-hf,wikitq,latex,latex,0.4816,0.2562,0.7435,0.3839,0.38,0.2043,179
VLM,table-llava-v1.5-7b-hf,hybridqa,latex,latex,0.5476,0.2772,0.8439,0.4464,0.3748,0.2309,148
VLM,table-llava-v1.5-7b-hf,sqa,latex,latex,0.5492,0.2838,0.8863,0.4366,0.4141,0.23,102
VLM,table-llava-v1.5-7b-hf,tabfact,latex,latex,0.6127,0.3284,0.9461,0.4853,0.493,0.2632,124
VLM,table-llava-v1.5-7b-hf,feverous,latex,latex,0.5413,0.2411,0.8646,0.4335,0.359,0.1915,76
