pipeline,model,dataset,input_format,output_format,grits_top,grits_con,grits_precision_top,grits_recall_top,grits_precision_con,grits_recall_con,usable_rate,grits_top_valid_only,grits_con_valid_only,grits_top_zero_pen,grits_con_zero_pen,count
VLM,llava_1.6-vicuna-13B,sqa,latex,markdown,0.8332,0.6008,0.8664,0.9001,0.6088,0.6247,0.9412,0.8817,0.6375,0.8299,0.6,102
VLM,llava_1.6-vicuna-13B,tabfact,latex,markdown,0.8059,0.5253,0.7933,0.9321,0.511,0.5724,0.9516,0.8319,0.5414,0.7917,0.5152,124
VLM,llava_1.6-vicuna-13B,feverous,latex,markdown,0.6941,0.4518,0.7664,0.7796,0.4894,0.4564,0.8684,0.7738,0.5082,0.672,0.4414,76
VLM,llava_1.6-vicuna-13B,wikitq,latex,latex,0.1884,0.1366,0.1727,0.2278,0.124,0.1659,0.0,,,0.0,0.0,179
VLM,llava_1.6-vicuna-13B,hybridqa,latex,latex,0.309,0.2054,0.2925,0.3535,0.1895,0.2396,0.0068,0.8571,0.8571,0.0058,0.0058,148
VLM,llava_1.6-vicuna-13B,sqa,latex,latex,0.3266,0.2534,0.2997,0.3816,0.231,0.2963,0.0,,,0.0,0.0,102
VLM,llava_1.6-vicuna-13B,tabfact,latex,latex,0.2374,0.1814,0.2134,0.2956,0.1609,0.2257,0.0161,1.0,0.956,0.0161,0.0154,124
VLM,llava_1.6-vicuna-13B,feverous,latex,latex,0.34,0.2246,0.3236,0.3814,0.2151,0.2503,0.0526,0.9643,0.8661,0.0508,0.0456,76
VLM,llava_1.6-vicuna-7B,wikitq,html,html,0.6003,0.3324,0.8753,0.5633,0.4258,0.318,0.9721,0.6175,0.342,0.6003,0.3324,179
VLM,llava_1.6-vicuna-7B,hybridqa,html,html,0.7057,0.4321,0.9189,0.6601,0.577,0.4009,0.9595,0.7355,0.4503,0.7057,0.4321,148
VLM,llava_1.6-vicuna-7B,sqa,html,html,0.7295,0.4984,0.941,0.6876,0.6222,0.4717,0.9804,0.7441,0.5084,0.7295,0.4984,102
VLM,llava_1.6-vicuna-7B,tabfact,html,html,0.7686,0.4812,0.9264,0.7449,0.5488,0.4706,1.0,0.7686,0.4812,0.7686,0.4812,124
VLM,llava_1.6-vicuna-7B,feverous,html,html,0.763,0.4772,0.8271,0.7639,0.4998,0.4785,0.9868,0.7732,0.4835,0.763,0.4772,76
VLM,llava_1.6-vicuna-7B,wikitq,html,markdown,0.6121,0.3299,0.6934,0.6911,0.3404,0.3628,0.7318,0.8061,0.4411,0.59,0.3228,179
VLM,llava_1.6-vicuna-7B,hybridqa,html,markdown,0.589,0.386,0.6399,0.6527,0.4082,0.4029,0.6892,0.8253,0.5425,0.5688,0.3739,148
VLM,llava_1.6-vicuna-7B,sqa,html,markdown,0.7436,0.4902,0.792,0.8087,0.4996,0.5167,0.8137,0.862,0.5889,0.7015,0.4792,102
VLM,llava_1.6-vicuna-7B,tabfact,html,markdown,0.7273,0.4433,0.7286,0.8054,0.4446,0.4662,0.8387,0.8393,0.5184,0.7039,0.4348,124
VLM,llava_1.6-vicuna-7B,feverous,html,markdown,0.6929,0.3975,0.7137,0.762,0.3914,0.4152,0.8026,0.8383,0.4858,0.6728,0.3899,76
VLM,llava_1.6-vicuna-7B,wikitq,html,latex,0.0445,0.0211,0.0444,0.0495,0.021,0.0227,0.0,,,0.0,0.0,179
VLM,llava_1.6-vicuna-7B,hybridqa,html,latex,0.0204,0.0094,0.0159,0.0321,0.0069,0.0158,0.0,,,0.0,0.0,148
VLM,llava_1.6-vicuna-7B,sqa,html,latex,0.1093,0.055,0.0969,0.1338,0.0494,0.0659,0.0,,,0.0,0.0,102
VLM,llava_1.6-vicuna-7B,tabfact,html,latex,0.0466,0.0247,0.0404,0.0614,0.021,0.0336,0.0,,,0.0,0.0,124
VLM,llava_1.6-vicuna-7B,feverous,html,latex,0.0411,0.0116,0.0347,0.0594,0.0099,0.0172,0.0,,,0.0,0.0,76
VLM,llava_1.6-vicuna-7B,wikitq,markdown,html,0.595,0.3419,0.8611,0.5716,0.4448,0.3295,0.9888,0.6018,0.3458,0.595,0.3419,179
VLM,llava_1.6-vicuna-7B,hybridqa,markdown,html,0.7156,0.4583,0.8986,0.7043,0.5872,0.4408,1.0,0.7156,0.4583,0.7156,0.4583,148
VLM,llava_1.6-vicuna-7B,sqa,markdown,html,0.7704,0.538,0.9037,0.7594,0.6236,0.5258,1.0,0.7704,0.538,0.7704,0.538,102
VLM,llava_1.6-vicuna-7B,tabfact,markdown,html,0.7679,0.5396,0.9275,0.7377,0.6444,0.5205,0.9919,0.7742,0.544,0.7679,0.5396,124
VLM,llava_1.6-vicuna-7B,feverous,markdown,html,0.7084,0.4657,0.8018,0.7289,0.5028,0.4758,0.9868,0.7178,0.4719,0.7084,0.4657,76
VLM,llava_1.6-vicuna-7B,wikitq,markdown,markdown,0.5782,0.3359,0.6678,0.6438,0.3451,0.3589,0.7263,0.7758,0.4537,0.5634,0.3295,179
VLM,llava_1.6-vicuna-7B,hybridqa,markdown,markdown,0.4196,0.2867,0.4714,0.4763,0.2924,0.3022,0.5338,0.7774,0.5358,0.415,0.286,148
VLM,llava_1.6-vicuna-7B,sqa,markdown,markdown,0.6383,0.4714,0.7468,0.6647,0.4964,0.478,0.7745,0.8139,0.605,0.6304,0.4686,102
VLM,llava_1.6-vicuna-7B,tabfact,markdown,markdown,0.4949,0.3288,0.4959,0.5555,0.3237,0.3548,0.6935,0.6889,0.4584,0.4778,0.3179,124
VLM,llava_1.6-vicuna-7B,feverous,markdown,markdown,0.5926,0.3927,0.6504,0.6368,0.3891,0.4071,0.7237,0.7721,0.5191,0.5588,0.3757,76
VLM,llava_1.6-vicuna-7B,wikitq,markdown,latex,0.0185,0.0056,0.017,0.022,0.0049,0.0072,0.0,,,0.0,0.0,179
VLM,llava_1.6-vicuna-7B,hybridqa,markdown,latex,0.0338,0.0101,0.0313,0.038,0.0091,0.0117,0.0,,,0.0,0.0,148
VLM,llava_1.6-vicuna-7B,sqa,markdown,latex,0.086,0.0458,0.079,0.1005,0.0416,0.0546,0.0,,,0.0,0.0,102
VLM,llava_1.6-vicuna-7B,tabfact,markdown,latex,0.0441,0.027,0.0413,0.0502,0.0252,0.0311,0.0,,,0.0,0.0,124
VLM,llava_1.6-vicuna-7B,feverous,markdown,latex,0.0742,0.0201,0.063,0.1015,0.0158,0.0314,0.0,,,0.0,0.0,76
VLM,llava_1.6-vicuna-7B,wikitq,latex,html,0.5863,0.3359,0.8041,0.5779,0.4019,0.3303,0.9832,0.5963,0.3417,0.5863,0.3359,179
VLM,llava_1.6-vicuna-7B,hybridqa,latex,html,0.7443,0.461,0.8334,0.7644,0.5332,0.4494,1.0,0.7443,0.461,0.7443,0.461,148
VLM,llava_1.6-vicuna-7B,sqa,latex,html,0.7795,0.5388,0.894,0.7877,0.6228,0.5332,1.0,0.7795,0.5388,0.7795,0.5388,102
VLM,llava_1.6-vicuna-7B,tabfact,latex,html,0.7645,0.4683,0.8723,0.7637,0.5298,0.4616,0.9919,0.7708,0.4721,0.7645,0.4683,124
VLM,llava_1.6-vicuna-7B,feverous,latex,html,0.7194,0.4613,0.8018,0.7479,0.4878,0.4633,1.0,0.7194,0.4613,0.7194,0.4613,76
VLM,llava_1.6-vicuna-7B,wikitq,latex,markdown,0.5871,0.3328,0.6969,0.6407,0.3478,0.3486,0.7318,0.7775,0.4448,0.569,0.3255,179
VLM,llava_1.6-vicuna-7B,hybridqa,latex,markdown,0.4732,0.311,0.5116,0.5633,0.3179,0.3367,0.6149,0.7581,0.503,0.4661,0.3093,148
VLM,llava_1.6-vicuna-7B,sqa,latex,markdown,0.642,0.4605,0.7193,0.7033,0.4759,0.4692,0.7843,0.8104,0.5847,0.6356,0.4586,102
VLM,llava_1.6-vicuna-7B,tabfact,latex,markdown,0.6391,0.4032,0.6429,0.7401,0.4014,0.4388,0.8145,0.7697,0.4898,0.6269,0.3989,124
VLM,llava_1.6-vicuna-7B,feverous,latex,markdown,0.6028,0.3851,0.6837,0.6674,0.3872,0.3915,0.7368,0.7879,0.5149,0.5806,0.3794,76
VLM,llava_1.6-vicuna-7B,wikitq,latex,latex,0.0461,0.0225,0.0431,0.0541,0.0199,0.0289,0.0,,,0.0,0.0,179
VLM,llava_1.6-vicuna-7B,hybridqa,latex,latex,0.0268,0.0109,0.0244,0.0364,0.009,0.0172,0.0,,,0.0,0.0,148
VLM,llava_1.6-vicuna-7B,sqa,latex,latex,0.117,0.0738,0.1033,0.1531,0.0644,0.0988,0.0,,,0.0,0.0,102
VLM,llava_1.6-vicuna-7B,tabfact,latex,latex,0.0288,0.0158,0.0245,0.0386,0.0137,0.0208,0.0,,,0.0,0.0,124
VLM,llava_1.6-vicuna-7B,feverous,latex,latex,0.0662,0.0292,0.0562,0.093,0.0243,0.0426,0.0,,,0.0,0.0,76
VLM,ministral_3-14B-Instruct,wikitq,html,html,0.9516,0.875,0.9709,0.9451,0.8776,0.8749,1.0,0.9516,0.875,0.9516,0.875,179
VLM,ministral_3-14B-Instruct,hybridqa,html,html,0.9993,0.9774,0.9995,0.999,0.9776,0.9772,1.0,0.9993,0.9774,0.9993,0.9774,148
VLM,ministral_3-14B-Instruct,sqa,html,html,0.9978,0.9789,0.9968,0.9989,0.9781,0.9798,1.0,0.9978,0.9789,0.9978,0.9789,102
VLM,ministral_3-14B-Instruct,tabfact,html,html,0.9873,0.9588,0.9834,0.9938,0.9555,0.9644,1.0,0.9873,0.9588,0.9873,0.9588,124
VLM,ministral_3-14B-Instruct,feverous,html,html,0.9706,0.9397,0.9674,0.98,0.9344,0.9497,1.0,0.9706,0.9397,0.9706,0.9397,76
VLM,ministral_3-14B-Instruct,wikitq,html,markdown,0.9155,0.8415,0.9517,0.9225,0.8542,0.8424,0.9609,0.9479,0.8742,0.9108,0.84,179
VLM,ministral_3-14B-Instruct,hybridqa,html,markdown,0.9133,0.882,0.999,0.9039,0.9247,0.8773,0.9595,0.9417,0.9123,0.9035,0.8753,148
VLM,ministral_3-14B-Instruct,sqa,html,markdown,0.9742,0.93,0.9956,0.9739,0.9396,0.9311,0.9804,0.9908,0.9468,0.9713,0.9282,102
VLM,ministral_3-14B-Instruct,tabfact,html,markdown,0.996,0.9602,0.9966,0.9962,0.9608,0.9604,1.0,0.996,0.9602,0.996,0.9602,124
VLM,ministral_3-14B-Instruct,feverous,html,markdown,0.9661,0.9215,0.9905,0.9649,0.9319,0.9212,0.9737,0.9873,0.943,0.9614,0.9182,76
VLM,ministral_3-14B-Instruct,wikitq,html,latex,0.8526,0.8155,0.8941,0.8402,0.8464,0.8037,0.6927,0.9625,0.9404,0.6668,0.6514,179
VLM,ministral_3-14B-Instruct,hybridqa,html,latex,0.9918,0.9669,0.9864,0.9995,0.9615,0.9746,0.8919,0.9967,0.9769,0.8889,0.8713,148
VLM,ministral_3-14B-Instruct,sqa,html,latex,0.9943,0.9838,0.9901,0.9996,0.9797,0.9889,0.9608,0.995,0.9843,0.956,0.9457,102
VLM,ministral_3-14B-Instruct,tabfact,html,latex,0.9906,0.9718,0.9835,0.9996,0.9647,0.9807,0.9032,0.9942,0.9755,0.898,0.8811,124
VLM,ministral_3-14B-Instruct,feverous,html,latex,0.9496,0.9097,0.9347,0.9821,0.8944,0.9358,0.8421,0.9835,0.9537,0.8282,0.8031,76
VLM,ministral_3-14B-Instruct,wikitq,markdown,html,0.9485,0.8734,0.9716,0.9436,0.8789,0.8707,1.0,0.9485,0.8734,0.9485,0.8734,179
VLM,ministral_3-14B-Instruct,hybridqa,markdown,html,0.9847,0.9173,0.9865,0.9895,0.9182,0.9165,1.0,0.9847,0.9173,0.9847,0.9173,148
VLM,ministral_3-14B-Instruct,sqa,markdown,html,0.9912,0.9322,0.9888,0.9958,0.9317,0.933,1.0,0.9912,0.9322,0.9912,0.9322,102
VLM,ministral_3-14B-Instruct,tabfact,markdown,html,0.9881,0.9639,0.9853,0.994,0.9614,0.9692,1.0,0.9881,0.9639,0.9881,0.9639,124
VLM,ministral_3-14B-Instruct,feverous,markdown,html,0.9794,0.9125,0.9842,0.9778,0.917,0.91,1.0,0.9794,0.9125,0.9794,0.9125,76
VLM,ministral_3-14B-Instruct,wikitq,markdown,markdown,0.9259,0.8635,0.9723,0.9227,0.8792,0.8639,0.9665,0.9488,0.8894,0.917,0.8595,179
VLM,ministral_3-14B-Instruct,hybridqa,markdown,markdown,0.915,0.8704,0.9876,0.9044,0.9013,0.8656,0.9392,0.9528,0.9133,0.8948,0.8577,148
VLM,ministral_3-14B-Instruct,sqa,markdown,markdown,0.9745,0.9365,0.9967,0.9695,0.9445,0.9342,0.9706,0.9939,0.9621,0.9647,0.9338,102
VLM,ministral_3-14B-Instruct,tabfact,markdown,markdown,0.9984,0.9689,0.9986,0.9983,0.9689,0.969,1.0,0.9984,0.9689,0.9984,0.9689,124
VLM,ministral_3-14B-Instruct,feverous,markdown,markdown,0.9658,0.9207,0.9737,0.9768,0.9205,0.9246,1.0,0.9658,0.9207,0.9658,0.9207,76
VLM,ministral_3-14B-Instruct,wikitq,markdown,latex,0.8718,0.8168,0.9189,0.8479,0.8523,0.7978,0.7039,0.9658,0.9191,0.6799,0.647,179
VLM,ministral_3-14B-Instruct,hybridqa,markdown,latex,0.967,0.913,0.9683,0.9678,0.9133,0.9131,0.8851,0.9874,0.9421,0.874,0.8339,148
VLM,ministral_3-14B-Instruct,sqa,markdown,latex,0.9978,0.9412,0.9965,0.9996,0.9408,0.9417,0.9314,0.9984,0.9505,0.9299,0.8853,102
VLM,ministral_3-14B-Instruct,tabfact,markdown,latex,0.9995,0.9795,0.9993,0.9998,0.9793,0.9798,0.9032,0.9995,0.9801,0.9028,0.8852,124
VLM,ministral_3-14B-Instruct,feverous,markdown,latex,0.9682,0.9049,0.9665,0.9725,0.9052,0.9052,0.8553,0.9912,0.9362,0.8477,0.8007,76
VLM,ministral_3-14B-Instruct,wikitq,latex,html,0.8923,0.7875,0.9114,0.9099,0.7887,0.7976,1.0,0.8923,0.7875,0.8923,0.7875,179
VLM,ministral_3-14B-Instruct,hybridqa,latex,html,0.9583,0.8443,0.9576,0.9726,0.8441,0.846,1.0,0.9583,0.8443,0.9583,0.8443,148
VLM,ministral_3-14B-Instruct,sqa,latex,html,0.9772,0.9202,0.979,0.9864,0.9229,0.9202,1.0,0.9772,0.9202,0.9772,0.9202,102
VLM,ministral_3-14B-Instruct,tabfact,latex,html,0.9883,0.9601,0.9866,0.9928,0.9602,0.961,1.0,0.9883,0.9601,0.9883,0.9601,124
VLM,ministral_3-14B-Instruct,feverous,latex,html,0.9552,0.8949,0.9569,0.9678,0.8975,0.8954,1.0,0.9552,0.8949,0.9552,0.8949,76
VLM,ministral_3-14B-Instruct,wikitq,latex,markdown,0.893,0.8137,0.9372,0.9098,0.8115,0.8289,0.9665,0.917,0.8418,0.8863,0.8136,179
VLM,ministral_3-14B-Instruct,hybridqa,latex,markdown,0.8824,0.8068,0.9695,0.8837,0.8311,0.8054,0.9662,0.908,0.8334,0.8773,0.8053,148
VLM,ministral_3-14B-Instruct,sqa,latex,markdown,0.9668,0.8986,0.9995,0.9634,0.8991,0.8982,0.9902,0.9667,0.9048,0.9573,0.8959,102
VLM,ministral_3-14B-Instruct,tabfact,latex,markdown,0.9941,0.9584,0.9928,0.9982,0.9585,0.9586,1.0,0.9941,0.9584,0.9941,0.9584,124
VLM,ministral_3-14B-Instruct,feverous,latex,markdown,0.9336,0.8606,0.9818,0.9384,0.8652,0.8636,0.9868,0.9453,0.8721,0.9329,0.8606,76
VLM,ministral_3-14B-Instruct,wikitq,latex,latex,0.8392,0.8031,0.8566,0.8392,0.8179,0.7985,0.8045,0.9188,0.8854,0.7392,0.7123,179
VLM,ministral_3-14B-Instruct,hybridqa,latex,latex,0.9326,0.8397,0.9347,0.9532,0.8391,0.8436,0.8986,0.9695,0.8806,0.8712,0.7913,148
VLM,ministral_3-14B-Instruct,sqa,latex,latex,0.9739,0.9309,0.9714,0.9781,0.9294,0.933,0.9118,0.9911,0.9599,0.9037,0.8752,102
VLM,ministral_3-14B-Instruct,tabfact,latex,latex,0.9906,0.9729,0.9912,0.9901,0.9735,0.9724,0.9597,0.9986,0.9833,0.9583,0.9437,124
VLM,ministral_3-14B-Instruct,feverous,latex,latex,0.9433,0.8827,0.9468,0.9447,0.8813,0.8852,0.8816,0.9865,0.9348,0.8696,0.8241,76
VLM,table-llava-v1.5-7b-hf,wikitq,html,html,0.6823,0.2989,0.8214,0.6493,0.3688,0.272,1.0,0.6823,0.2989,0.6823,0.2989,179
VLM,table-llava-v1.5-7b-hf,hybridqa,html,html,0.7461,0.3159,0.7916,0.7783,0.3504,0.3109,1.0,0.7461,0.3159,0.7461,0.3159,148
VLM,table-llava-v1.5-7b-hf,sqa,html,html,0.7201,0.334,0.8439,0.7002,0.4093,0.3035,1.0,0.7201,0.334,0.7201,0.334,102
VLM,table-llava-v1.5-7b-hf,tabfact,html,html,0.7687,0.3856,0.9092,0.7061,0.4669,0.3422,1.0,0.7687,0.3856,0.7687,0.3856,124
VLM,table-llava-v1.5-7b-hf,feverous,html,html,0.7273,0.3327,0.8571,0.6795,0.4098,0.2965,1.0,0.7273,0.3327,0.7273,0.3327,76
VLM,table-llava-v1.5-7b-hf,wikitq,html,markdown,0.6581,0.2946,0.8059,0.649,0.3717,0.2661,0.9218,0.6897,0.3149,0.6357,0.2903,179
VLM,table-llava-v1.5-7b-hf,hybridqa,html,markdown,0.7166,0.3073,0.7713,0.7812,0.3478,0.3004,0.9865,0.7187,0.3104,0.709,0.3062,148
VLM,table-llava-v1.5-7b-hf,sqa,html,markdown,0.7118,0.3379,0.8384,0.7148,0.4102,0.3098,0.9804,0.7231,0.3446,0.7089,0.3379,102
VLM,table-llava-v1.5-7b-hf,tabfact,html,markdown,0.7648,0.3818,0.9086,0.708,0.471,0.3384,0.9677,0.7662,0.3902,0.7415,0.3776,124
VLM,table-llava-v1.5-7b-hf,feverous,html,markdown,0.6861,0.3251,0.867,0.6408,0.4153,0.2915,0.9605,0.6879,0.3347,0.6608,0.3215,76
VLM,table-llava-v1.5-7b-hf,wikitq,html,latex,0.5768,0.265,0.7279,0.5192,0.3343,0.2345,0.5978,0.7314,0.348,0.4372,0.208,179
VLM,table-llava-v1.5-7b-hf,hybridqa,html,latex,0.6843,0.2945,0.7223,0.689,0.3165,0.2903,0.6824,0.8202,0.3684,0.5597,0.2514,148
VLM,table-llava-v1.5-7b-hf,sqa,html,latex,0.7293,0.3373,0.8223,0.6918,0.3899,0.3096,0.7647,0.7882,0.3695,0.6028,0.2825,102
VLM,table-llava-v1.5-7b-hf,tabfact,html,latex,0.7702,0.3668,0.8772,0.7146,0.4282,0.3326,0.8387,0.8017,0.3948,0.6724,0.3311,124
VLM,table-llava-v1.5-7b-hf,feverous,html,latex,0.7057,0.3202,0.8331,0.6561,0.3965,0.2864,0.75,0.755,0.3466,0.5662,0.2599,76
VLM,table-llava-v1.5-7b-hf,wikitq,markdown,html,0.6832,0.3795,0.8959,0.613,0.4749,0.3415,1.0,0.6832,0.3795,0.6832,0.3795,179
VLM,table-llava-v1.5-7b-hf,hybridqa,markdown,html,0.7431,0.4088,0.8706,0.7087,0.4647,0.3836,1.0,0.7431,0.4088,0.7431,0.4088,148
VLM,table-llava-v1.5-7b-hf,sqa,markdown,html,0.7389,0.4429,0.9185,0.6713,0.5324,0.4021,1.0,0.7389,0.4429,0.7389,0.4429,102
VLM,table-llava-v1.5-7b-hf,tabfact,markdown,html,0.7571,0.4824,0.9721,0.6546,0.6106,0.4195,1.0,0.7571,0.4824,0.7571,0.4824,124
VLM,table-llava-v1.5-7b-hf,feverous,markdown,html,0.7756,0.4522,0.9252,0.7191,0.5366,0.4158,1.0,0.7756,0.4522,0.7756,0.4522,76
VLM,table-llava-v1.5-7b-hf,wikitq,markdown,markdown,0.6854,0.3764,0.9006,0.6155,0.4681,0.3376,0.9385,0.703,0.3899,0.6598,0.3659,179
VLM,table-llava-v1.5-7b-hf,hybridqa,markdown,markdown,0.7263,0.4002,0.8954,0.6826,0.4627,0.3759,0.9865,0.7287,0.4041,0.7189,0.3987,148
VLM,table-llava-v1.5-7b-hf,sqa,markdown,markdown,0.7462,0.4669,0.963,0.6629,0.5685,0.4206,1.0,0.7462,0.4669,0.7462,0.4669,102
VLM,table-llava-v1.5-7b-hf,tabfact,markdown,markdown,0.7452,0.4844,0.978,0.6342,0.6251,0.4148,0.9758,0.7463,0.4899,0.7283,0.4781,124
VLM,table-llava-v1.5-7b-hf,feverous,markdown,markdown,0.7349,0.4548,0.9267,0.6666,0.5538,0.411,1.0,0.7349,0.4548,0.7349,0.4548,76
VLM,table-llava-v1.5-7b-hf,wikitq,markdown,latex,0.608,0.3637,0.8271,0.5324,0.4653,0.3237,0.6816,0.7031,0.4085,0.4792,0.2784,179
VLM,table-llava-v1.5-7b-hf,hybridqa,markdown,latex,0.7136,0.3945,0.8543,0.654,0.4532,0.3667,0.75,0.7982,0.4282,0.5987,0.3211,148
VLM,table-llava-v1.5-7b-hf,sqa,markdown,latex,0.7298,0.4497,0.9067,0.6478,0.5396,0.4043,0.7647,0.7775,0.4889,0.5946,0.3738,102
VLM,table-llava-v1.5-7b-hf,tabfact,markdown,latex,0.7453,0.4633,0.9455,0.6431,0.5755,0.4057,0.7742,0.7638,0.47,0.5913,0.3639,124
VLM,table-llava-v1.5-7b-hf,feverous,markdown,latex,0.7375,0.4317,0.8884,0.6738,0.5103,0.3988,0.75,0.795,0.4492,0.5963,0.3369,76
VLM,table-llava-v1.5-7b-hf,wikitq,latex,html,0.5665,0.2785,0.8326,0.4858,0.4059,0.2284,0.9888,0.5729,0.2817,0.5665,0.2785,179
VLM,table-llava-v1.5-7b-hf,hybridqa,latex,html,0.5723,0.2785,0.8287,0.5235,0.3859,0.2362,1.0,0.5723,0.2785,0.5723,0.2785,148
VLM,table-llava-v1.5-7b-hf,sqa,latex,html,0.5672,0.2944,0.9165,0.4679,0.4465,0.239,1.0,0.5672,0.2944,0.5672,0.2944,102
VLM,table-llava-v1.5-7b-hf,tabfact,latex,html,0.6044,0.3251,0.9438,0.4766,0.4975,0.2588,1.0,0.6044,0.3251,0.6044,0.3251,124
VLM,table-llava-v1.5-7b-hf,feverous,latex,html,0.5823,0.2569,0.8639,0.509,0.3808,0.2055,1.0,0.5823,0.2569,0.5823,0.2569,76
VLM,table-llava-v1.5-7b-hf,wikitq,latex,markdown,0.574,0.2773,0.8627,0.4983,0.4231,0.224,0.9553,0.5871,0.2861,0.5609,0.2733,179
VLM,table-llava-v1.5-7b-hf,hybridqa,latex,markdown,0.5598,0.2828,0.88,0.4793,0.4084,0.2349,0.973,0.569,0.2906,0.5537,0.2828,148
VLM,table-llava-v1.5-7b-hf,sqa,latex,markdown,0.5468,0.2883,0.9209,0.4438,0.4485,0.2317,1.0,0.5468,0.2883,0.5468,0.2883,102
VLM,table-llava-v1.5-7b-hf,tabfact,latex,markdown,0.5972,0.3344,0.9548,0.4733,0.5215,0.2644,1.0,0.5972,0.3344,0.5972,0.3344,124
VLM,table-llava-v1.5-7b-hf,feverous,latex,markdown,0.551,0.2574,0.9114,0.4586,0.3881,0.2107,0.9868,0.5572,0.2608,0.5498,0.2574,76
VLM,table-llava-v1.5-7b-hf,wikitq,latex,latex,0.4816,0.2562,0.7435,0.3839,0.38,0.2043,0.6816,0.6085,0.3357,0.4147,0.2288,179
VLM,table-llava-v1.5-7b-hf,hybridqa,latex,latex,0.5476,0.2772,0.8439,0.4464,0.3748,0.2309,0.8176,0.6249,0.3104,0.5109,0.2538,148
VLM,table-llava-v1.5-7b-hf,sqa,latex,latex,0.5492,0.2838,0.8863,0.4366,0.4141,0.23,0.8039,0.6069,0.3186,0.4879,0.2561,102
VLM,table-llava-v1.5-7b-hf,tabfact,latex,latex,0.6127,0.3284,0.9461,0.4853,0.493,0.2632,0.9194,0.6202,0.3367,0.5702,0.3095,124
VLM,table-llava-v1.5-7b-hf,feverous,latex,latex,0.5413,0.2411,0.8646,0.4335,0.359,0.1915,0.8158,0.6028,0.2812,0.4917,0.2294,76
